vendor_id,vendor_name,case_id,case_name,case_type,evidence_strength,tier,is_false_positive,fp_reason,curriculum_weight,year_start,year_end,changed
48,"OCEANOGRAFÍA, S.A. DE C.V.",7,Oceanografia PEMEX Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2008,2014,True
8362,"OCEANOGRAFIA, S.A.",7,Oceanografia PEMEX Fraud,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2008,2014,True
3846,SAVI DISTRIBUCIONES S.A. DE C.V.,171,Savi Distribuciones IMSS+ISSSTE Medical Supply 22%DA - 17.15B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
4636,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.",172,Comercializadora Productos Institucionales IMSS+ISSSTE Medicines 27%DA - 23.41B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
48,"OCEANOGRAFÍA, S.A. DE C.V.",173,Oceanografia PEMEX Full Scale 22.46B — Banamex Fraud Expansion (50 contracts),procurement_fraud,high,3,0,active_or_captured:high,0.8,2000,2014,True
8362,"OCEANOGRAFIA, S.A.",173,Oceanografia PEMEX Full Scale 22.46B — Banamex Fraud Expansion (50 contracts),procurement_fraud,high,3,0,active_or_captured:high,0.8,2000,2014,True
36961,"OPERADORA CICSA, S.A DE C.V.",174,"CICSA FONATUR Tren Maya DA ""Extraordinary Works"" 3.35B + NAICM 84.83B — Carso Group",procurement_fraud,low,2,0,beneficiary_low_evidence:low,0.1,2016,2025,True
678,IBM DE MEXICO COMERCIALIZACION Y SERVICIOS S DE RL DE CV,175,IBM de Mexico SAT/IMSS IT Lock-in Monopoly 83%DA - 9.3B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
164798,SOFTTEK SERVICIOS Y TECNOLOGIA SA DE CV,176,Softtek Servicios y Tecnologia IMSS IT Continuidad Operativa 100%DA - 1.08B,monopoly,high,3,0,active_or_captured:high,0.8,2018,2025,True
112386,"MABE, S.A. DE C.V.",177,MABE SEDENA Electrodomesticos Social Program DA 100%DA - 1.33B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2020,2022,True
4726,"FRESENIUS MEDICAL CARE DE MEXICO, S.A. DE C.V.",178,Fresenius Medical Care IMSS Hemodialysis Structural Monopoly 65%DA - 12.4B,monopoly,low,1,1,structural_market_monopoly:hemodialysis,0.0,2002,2025,True
250829,OPERADORA DE COMEDORES SALUDABLES SA DE CV,179,Operadora de Comedores Saludables INAMI/SSPC Food Services 54%DA - 4.1B,monopoly,medium,3,0,active_or_captured:medium,0.5,2018,2025,True
148586,BIORESEARCH DE MEXICO SA DE CV,180,Bioresearch de Mexico IMSS Pharmaceutical Distributor 50%DA - 7.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
266026,WHIRLPOOL MEXICO,177,MABE SEDENA Electrodomesticos Social Program DA 100%DA - 1.33B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2020,2022,True
506,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",181,Farmacos Especializados CENSIDA HIV Drug Direct Award Monopoly 2.35B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2010,2013,True
57548,COMERCIALIZADORA MILENIO SA DE CV,182,Comercializadora Milenio SCT Concentrated Procurement 13.97B (2014-2015),procurement_fraud,low,2,0,beneficiary_low_evidence:low,0.1,2014,2015,True
64,"EFECTIVALE,S.A. DE C.V.",183,Efectivale SA de CV Government Voucher Predecessor Monopoly 15.25B (2002-2010),procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2002,2010,True
291538,AEROENLACES NACIONALES SA DE CV,184,Aeroenlaces Nacionales INAMI Deportation Air Charter Monopoly 100%DA - 635M,monopoly,medium,3,0,active_or_captured:medium,0.5,2023,2025,True
52803,"SUMINISTROS DE MAIZ DEL MAYAB, S.A. DE C.V.",185,Suministros de Maiz del Mayab DICONSA Corn Supply 100%DA - 2.15B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
71174,GRAFICAS CORONA J.E. SA DE CV,186,Graficas Corona JE Government Printing Supply Ring 81%DA - 2.14B,monopoly,medium,3,0,active_or_captured:medium,0.5,2005,2025,True
258829,ASEO PRIVADO INSTITUCIONAL SA DE CV,187,Aseo Privado Institucional ISSSTE/SSPC Cleaning Services 62%DA - 1.91B,overpricing,medium,3,0,active_or_captured:medium,0.5,2018,2025,True
286306,EPSILON.NET SA DE CV,188,Epsilon.Net CENAGAS Gas Infrastructure Surveillance Single DA 2024 - 709M,overpricing,medium,3,0,active_or_captured:medium,0.5,2022,2025,True
131147,GRUPO TELEVISA S A B,189,Grupo Televisa Government Advertising 100%DA Monopoly - 2.33B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
3723,"HEWLETT-PACKARD MEXICO, S. DE R.L. DE C.V.",190,Hewlett-Packard Mexico SAT IT Equipment/Services Lock-In 72%DA - 10.44B,monopoly,low,2,0,beneficiary_low_evidence:it_vendor_capture,0.1,2005,2025,True
103424,MEDI ACCESS S A P I DE CV,191,Medi Access SAPI de CV SAE Opaque 100%DA Contracts 2013 - 1.88B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2013,2013,True
474,"SODEXO MOTIVATION SOLUTIONS MÉXICO, S.A. DE C.V.",192,Sodexo Motivation Solutions Govt Voucher Ecosystem 8.79B (2002-2024),procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2002,2024,True
2214,"SERVICIOS INDUSTRIALES E INSTITUCIONALES, S.A. DE C.V.",193,Servicios Industriales e Institucionales IMSS Security Services 24-Year Monopoly 11.51B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
139,"GAMI INGENIERIA E INSTALACIONES, S.A. DE C.V.",194,GAMI Ingenieria Infrastructure DA Irregularities 14.2B (4.15B ASIPONA + 2B ISSSTE),procurement_fraud,low,2,0,beneficiary_low_evidence:low,0.1,2016,2025,True
178862,"KOL-TOV, S.A. DE C.V.",195,Kol-Tov SA de CV Federal Police Hotel/Food Services 100%DA - 1.64B,monopoly,high,3,0,active_or_captured:high,0.8,2017,2025,True
65004,"PLAZA INSURGENTES SUR, S.A. DE C.V.",196,Plaza Insurgentes Sur NAFIN Office Rental 100%DA - 2.33B,overpricing,medium,3,0,active_or_captured:medium,0.5,2008,2025,True
49612,EDITORIAL SANTILLANA SA DE CV,197,Editorial Santillana CONALITEG Free Textbook Program 99%DA - 1.56B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
46920,COMERCIALIZADORA INTERNACIONAL DE COMPRESORES,198,Comercializadora Internacional de Compresores IMSS Medical Equipment Maintenance 73%DA - 2.31B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
22565,"SERTRES DEL NORTE, S.A. DE C.V.",199,Sertres del Norte SAT IT Infrastructure Lock-In 88%DA - 2.30B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2009,2025,True
40514,"TURISMO Y CONVENCIONES, S.A. DE C.V.",200,Turismo y Convenciones SA de CV SRE/SHCP Hospitality Services 79%DA - 1.58B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
104776,ILS INTEGRADORA LOGISTICA EN SALUD SA DE CV,201,ILS Integradora Logistica en Salud INSABI/IMSS Pharma Logistics 77%DA - 1.66B,monopoly,medium,3,0,active_or_captured:medium,0.5,2018,2025,True
224516,DISTRIBUIDORA INTERNACIONAL RALMO SA DE CV,202,Distribuidora Internacional Ralmo IMSS Cardiac Catheterization Subrogation 88%DA - 1.54B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
6222,PRODUCTOS HOSPITALARIOS S.A DE C.V.,203,Productos Hospitalarios IMSS Hospital Services DA Monopoly 12.42B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
4377,"DENTILAB, S.A. DE C.V.",204,Dentilab IMSS Dental Laboratory Services DA Monopoly 5.3B (4368 contracts),procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
19927,MEDIGROUP DEL PACIFICO S.A. DE C.V.,205,Medigroup del Pacifico IMSS Medicine DA Monopoly 3.66B (86%DA to IMSS),procurement_fraud,high,3,0,active_or_captured:high,0.8,2005,2025,True
53331,TV AZTECA S A B DE C V,189,Grupo Televisa Government Advertising 100%DA Monopoly - 2.33B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
54854,FERNANDO AGISS BITAR,191,Medi Access SAPI de CV SAE Opaque 100%DA Contracts 2013 - 1.88B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2013,2013,True
6222,PRODUCTOS HOSPITALARIOS S.A DE C.V.,203,Productos Hospitalarios IMSS Hospital Services DA Monopoly 12.42B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
4377,"DENTILAB, S.A. DE C.V.",204,Dentilab IMSS Dental Laboratory Services DA Monopoly 5.3B (4368 contracts),procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
19927,MEDIGROUP DEL PACIFICO S.A. DE C.V.,205,Medigroup del Pacifico IMSS Medicine DA Monopoly 3.66B (86%DA to IMSS),procurement_fraud,high,3,0,active_or_captured:high,0.8,2005,2025,True
198525,TAS TEVEL S. A. DE C. V.,206,Tas Tevel SA de CV Policia Federal Tactical Transport 100%DA Null Description - 923M,procurement_fraud,high,3,0,active_or_captured:high,0.8,2017,2019,True
205012,"RAPISCAN SYSTEMS, INC.",207,Rapiscan Systems SAT/Customs Security Scanner Equipment/Maintenance 100%DA - 3.25B,monopoly,medium,3,0,active_or_captured:medium,0.5,2017,2025,True
284117,RAPISCAN SYSTEMS MEXICO S DE RL DE CV,207,Rapiscan Systems SAT/Customs Security Scanner Equipment/Maintenance 100%DA - 3.25B,monopoly,medium,3,0,active_or_captured:medium,0.5,2017,2025,True
128837,LEIDOS INC,207,Rapiscan Systems SAT/Customs Security Scanner Equipment/Maintenance 100%DA - 3.25B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2017,2025,True
44252,FONTERRA MEXICO SA DE CV,208,Fonterra + Corporacion Alimentaria Penasanta LICONSA Powdered Milk 100%DA - 3.46B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
215287,"CORPORACIÓN ALIMENTARIA PEÑASANTA, S.A.",208,Fonterra + Corporacion Alimentaria Penasanta LICONSA Powdered Milk 100%DA - 3.46B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
149137,CORPORACION ALIMENTARIA PENASANTA,208,Fonterra + Corporacion Alimentaria Penasanta LICONSA Powdered Milk 100%DA - 3.46B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
305260,CAMARA NACIONAL DEL AUTOTRANSPORTE DE PASAJE Y TURISMO,209,Camara Nacional Autotransporte SEDENA Military Transport Intermediary 100%DA - 794M,procurement_fraud,high,3,0,active_or_captured:high,0.8,2024,2025,True
46992,EDICIONES CASTILLO SA DE CV,210,Ediciones Castillo SA de CV CONALITEG Textbooks 100%DA - 1.15B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
54851,MEDIOS MASIVOS MEXICANOS SA DE CV,211,Medios Masivos Mexicanos + GIM TV Nacional + Radiorama Govt Advertising 100%DA - 2.77B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
189766,GIM TELEVISION NACIONAL SA DE CV,211,Medios Masivos Mexicanos + GIM TV Nacional + Radiorama Govt Advertising 100%DA - 2.77B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
45797,RADIORAMA SA DE CV,211,Medios Masivos Mexicanos + GIM TV Nacional + Radiorama Govt Advertising 100%DA - 2.77B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
46961,NRM COMUNICACIONES SA DE CV,211,Medios Masivos Mexicanos + GIM TV Nacional + Radiorama Govt Advertising 100%DA - 2.77B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
172817,IMAGEN RADIO COMERCIAL SA DE CV,211,Medios Masivos Mexicanos + GIM TV Nacional + Radiorama Govt Advertising 100%DA - 2.77B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
51704,AGENCIA DIGITAL SA DE CV,212,Agencia Digital + Cinetika Producciones Govt Digital/Video Content 100%DA - 1.31B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
72966,CINETICA PRODUCCIONES SA DE CV,212,Agencia Digital + Cinetika Producciones Govt Digital/Video Content 100%DA - 1.31B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
199011,"VIVERES DE SAN RAFAEL, S.A. DE C.V.",213,Viveres San Rafael + Comercializadora Dulcinea APBSA/DICONSA Food Supply 100%DA - 1.61B,monopoly,medium,3,0,active_or_captured:medium,0.5,2020,2025,True
288240,"COMERCIALIZADORA DULCINEA, S.A. DE C.V.",213,Viveres San Rafael + Comercializadora Dulcinea APBSA/DICONSA Food Supply 100%DA - 1.61B,monopoly,medium,3,0,active_or_captured:medium,0.5,2020,2025,True
56421,PEGSA CONSTRUCCIONES S.A. DE C.V.,214,Pegsa Construcciones ASIPONA Dos Bocas DA Port Expansion 8.9B (2024-2025),procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2024,2025,True
16573,"INGENIERIA Y CONTROL DE PROYECTOS, S.A. DE C.V.",215,Ingenieria y Control de Proyectos ISSSTE Hospital DA 2.55B + IMSS 30%DA - 8.99B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2003,2024,True
6842,"CASA PLARRE, S.A. DE C.V.",216,Casa Plarre IMSS+ISSSTE Anesthesia Gas Service DA Monopoly 46.5%DA - 6.18B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2011,2025,True
61263,PROCESADORA Y DISTRIBUIDORA LOS CHANEQUES SA DE CV,217,Procesadora Los Chaneques ISSSTE+IMSS-Bienestar Hospital Food DA - 5.4B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2012,2025,True
48645,ALIMENTOS LA V DEL MU SA DE CV,218,Alimentos La V del Mu: opaque hospital food supply (INCAN + Hospital General) 100%DA null descriptions - 580M,ghost_company,high,3,0,active_or_captured:high,0.8,2010,2017,True
181415,"RICO GRUPO GASTRONÓMICO, S,A, DE C,V,",219,Rico Grupo Gastronomico: exclusive food services to INAMI (immigration) 100%DA null descriptions - 163M,institution_capture,high,3,0,active_or_captured:high,0.8,2016,2021,True
252444,DIGITAL SIGNAGE SOLUTIONS SA DE CV,220,Digital Signage Solutions: IT company selling refrigerators/appliances to SEDENA for disaster victims (industry mismatch) - 247M,overpricing,medium,3,0,active_or_captured:medium,0.5,2019,2024,True
197555,PROTACTIC SA DE CV,221,Protactic SA de CV: exclusive Navy uniforms and tactical equipment monopoly 100%DA no RFC - 750M,monopoly,medium,3,0,active_or_captured:medium,0.5,2017,2025,True
35140,SOLUCIONES LOGISTICAS INTELIGENTES S.A. DE C.V.,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
214755,TEAM BUSINESS MANAGEMENT S DE RL DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
200201,TRANSPORTE DE CARGA GRUPO MYM SA DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
289071,"AGRO SERVICIOS A PRODUCTORES DEL VALLE, S.A DE C.V.",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
287011,"ALMACENES Y SERVICIOS SANTAROSA, S.A DE C.V.",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
246798,PROFESIONAL BRIGHT XRW SA DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
167478,"ESESPA, S.A. DE C.V.",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
73253,"MERCANTA, S.A. DE C.V.",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
286925,AGRICOLA TERRO CULTIVOS S.P.R DE R.I,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
197195,"NARGO SUMINISTROS INTERNACIONAL DEL NORTE, S.A. DE C.V.",222,Nargo Suministros Internacional del Norte: no-RFC intermediary LICONSA milk powder 100%DA - 149M,ghost_company,medium,3,0,active_or_captured:medium,0.5,2022,2022,True
230022,INSTITUTO TECNOLOGICO SUPRIOR DE POZA RIDA,223,DICONSA university intermediary network: La Estafa Maestra variant using public tech institutes as pass-through for 1.4B,ghost_company,high,3,0,active_or_captured:high,0.8,2013,2020,True
44035,FONDO DE FOMENTO Y DESARROLLO DE LA INVESTIGACION CIENTIFICA Y TECNOLOGICA DE LA UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,223,DICONSA university intermediary network: La Estafa Maestra variant using public tech institutes as pass-through for 1.4B,ghost_company,high,3,0,active_or_captured:high,0.8,2013,2020,True
88639,INSTITUTO TECNOLOGICO SUPERIOR DE COSAMALOAPAN,223,DICONSA university intermediary network: La Estafa Maestra variant using public tech institutes as pass-through for 1.4B,ghost_company,high,3,0,active_or_captured:high,0.8,2013,2020,True
45384,GRAFICOS DIGITALES AVANZADOS SA DE CV,224,Graficos Digitales Avanzados: exclusive printing supplies monopoly for Talleres Graficos de Mexico 99%DA no RFC - 225M,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
45357,MILENIO DIARIO SA DE CV,211,Medios Masivos Mexicanos + GIM TV Nacional + Radiorama Govt Advertising 100%DA - 2.77B,monopoly,high,3,0,active_or_captured:high,0.8,2010,2025,True
131147,GRUPO TELEVISA S A B,225,Grupo Televisa SAB 100%DA Government Advertising 2.33B (2014-2021),procurement_fraud,high,3,0,active_or_captured:high,0.8,2014,2021,True
42781,HISA FARMACEUTICA SA DE CV,226,Hisa Farmaceutica IMSS DA Monopoly 94.8%DA - 3.45B (Most Extreme IMSS Pharma Ring),procurement_fraud,high,3,0,active_or_captured:high,0.8,2010,2025,True
71174,GRAFICAS CORONA J.E. SA DE CV,227,Graficas Corona Government Printing DA 81.1%DA — Talleres Graficos+IEPSA - 2.14B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
6806,"ESTRATEC, S.A. DE C.V.",228,Estratec SA de CV ISSSTE Managed Document Services DA 66.7%DA - 3.14B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
44870,"LAND O´LAKES, INC.",229,LICONSA International Dairy Ecosystem: Land O Lakes + Philpot + Industrias Lacteas Asturianas 100%DA no RFC - 7.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
43454,PHILPOT DAIRY PRODUCTS LTD,229,LICONSA International Dairy Ecosystem: Land O Lakes + Philpot + Industrias Lacteas Asturianas 100%DA no RFC - 7.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
44871,"INDUSTRIAS LACTEAS ASTURIANAS, S.A.",229,LICONSA International Dairy Ecosystem: Land O Lakes + Philpot + Industrias Lacteas Asturianas 100%DA no RFC - 7.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
27258,"TRANSLIQUIDOS REFRIGERADOS LOPEZ, S.A. DE C.V.",230,LICONSA Transport Distribution Ecosystem: Transliquidos Lopez + Tranasa + EHL del Centro 100%DA - 5.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
21193,"TRANSPORTES TRANASA, S.A. DE C.V.",230,LICONSA Transport Distribution Ecosystem: Transliquidos Lopez + Tranasa + EHL del Centro 100%DA - 5.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
52258,TRANSPORTES EHL DEL CENTRO SA DE CV,230,LICONSA Transport Distribution Ecosystem: Transliquidos Lopez + Tranasa + EHL del Centro 100%DA - 5.2B,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
45541,TETRA PAK SA DE CV,231,LICONSA Packaging Ecosystem: Tetra Pak + Poly Rafia + Empaques Plasticos Industriales 100%DA no RFC - 2.5B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2002,2025,True
71832,POLY RAFIA SA DE CV,231,LICONSA Packaging Ecosystem: Tetra Pak + Poly Rafia + Empaques Plasticos Industriales 100%DA no RFC - 2.5B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2002,2025,True
9173,"EMPAQUES PLASTICOS INDUSTRIALES, S.A. DE C.V.",231,LICONSA Packaging Ecosystem: Tetra Pak + Poly Rafia + Empaques Plasticos Industriales 100%DA no RFC - 2.5B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2002,2025,True
223449,INTERFOOD INC,232,LICONSA Agro Intermediaries: Interfood + Indamex + Lamex + Apis Food + Queseria Dos Lagunas 100%DA - 4.4B,ghost_company,high,3,0,active_or_captured:high,0.8,2010,2025,True
290377,INDAMEX INDUSTRIALIZADORA DE ALIMENTOS MEXICANOS SA DE CV,232,LICONSA Agro Intermediaries: Interfood + Indamex + Lamex + Apis Food + Queseria Dos Lagunas 100%DA - 4.4B,ghost_company,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
297307,LAMEX AGRIALIMENTOS S DE RL DE CV,232,LICONSA Agro Intermediaries: Interfood + Indamex + Lamex + Apis Food + Queseria Dos Lagunas 100%DA - 4.4B,ghost_company,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
124418,APIS FOOD BV,232,LICONSA Agro Intermediaries: Interfood + Indamex + Lamex + Apis Food + Queseria Dos Lagunas 100%DA - 4.4B,ghost_company,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
310464,QUESERIA DOS LAGUNAS SA DE CV,232,LICONSA Agro Intermediaries: Interfood + Indamex + Lamex + Apis Food + Queseria Dos Lagunas 100%DA - 4.4B,ghost_company,low,2,0,beneficiary_low_evidence:low,0.1,2010,2025,True
7252,ALFONSO NAVA BURGOS,233,"LICONSA individual/cooperative vendors: Alfonso Nava Burgos (person, 678M) + Union Logistica Jalisco + Grupo Turbofin - 1.8B",ghost_company,high,3,0,active_or_captured:high,0.8,2002,2025,True
263579,GRUPO TURBOFIN S A P I DE CV,233,"LICONSA individual/cooperative vendors: Alfonso Nava Burgos (person, 678M) + Union Logistica Jalisco + Grupo Turbofin - 1.8B",ghost_company,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
189997,UNION LOGISTICA DE JALISCO POBA S DE RL DE CV,233,"LICONSA individual/cooperative vendors: Alfonso Nava Burgos (person, 678M) + Union Logistica Jalisco + Grupo Turbofin - 1.8B",ghost_company,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
258597,SPIMED SA DE CV,234,Spimed + Comevo: large IMSS medical supply contracts with null descriptions 100%DA - 470M,procurement_fraud,high,3,0,active_or_captured:high,0.8,2021,2024,True
305351,COMEVO SA DE CV,234,Spimed + Comevo: large IMSS medical supply contracts with null descriptions 100%DA - 470M,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2021,2024,True
67322,"CAR INFORMATION SYSTEM, S.A. DE C.V.",235,Car Information System: exclusive vehicle history lookup monopoly for BANJERCITO 100%DA - 2.34B,monopoly,medium,3,0,active_or_captured:medium,0.5,2011,2024,True
267977,PNPDMI SA DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
262050,"SOLUCIONES INTEGRALES AL TRANSPORTE, LOGISTICA, OPERACIONES Y MANTENIMIENTO SA DE CV",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
251510,MICRO CREDIT SAPI DE CV SOFOM ENR,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
267480,TRANSPORTES SUVI SA DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
285212,Palmicultores De San Marcos S.P.R. DE R.L.,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
239702,FORZA ARRENDADORA AUTOMOTRIZ SA DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
242977,"FRUVERLOZ, S.A. DE C.V.",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
198116,ABACOMEX ABASTECEDORA COMERCIAL MEXIQUENSE SA DE CV,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
198285,AGRO TECNOLOGIAS DE JALISCO S DE PR DE RL,5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
155246,"AGROASEMEX, S.A.",5,Segalmex Food Distribution Fraud,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2023,True
4483,"ROGERI, S.A. DE C.V.",236,Rogeri SA de CV IMSS Medical Supply DA Monopoly 65.8%DA - 2.59B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
15880,"CASA MARZAM, S.A. DE C.V.",237,Casa Marzam SA de CV IMSS+ISSSTE+PEMEX Pharmaceutical DA Monopoly 59.7%DA - 3.03B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2003,2021,True
44926,LABORATORIOS VANQUISH,238,Laboratorios Vanquish IMSS Lab Reagents DA Monopoly 92.8%DA - 3.03B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2011,2025,True
4838,COMERCIALIZADORA DE REACTIVOS PARA LABORATORIOS  Y MATERIALES PARA HOSPITALES  S.A DE C.V,239,Comercializadora de Reactivos para Laboratorio IMSS Lab DA 85.6%DA - 3.08B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
246144,FARMACEUTICA HISPANOAMERICANA SA DE CV,240,Farmaceutica Hispanoamericana IMSS+ISSSTE Pharmaceutical DA 68.2%DA - 4.90B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2019,2025,True
244273,ALTERNAVIDA SA DE CV,241,Alternavida SA de CV IMSS Pharmaceutical DA Ring 59.7%DA - 3.55B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2019,2025,True
48374,INDALJIM SA DE CV,242,Indaljim SA de CV IMSS Hospital Laundry/Textiles DA Ring 84.1%DA - 1.88B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2003,2025,True
125381,BIONOVA LABORATORIOS SA DE CV,243,Bionova Laboratorios SA de CV IMSS Lab Reagents DA Ring 88.9%DA - 1.98B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2011,2025,True
13186,"RELIABLE DE MEXICO, S.A. DE C.V.",244,Reliable de Mexico SA de CV IMSS Medical Supply DA Ring 54.5%DA - 2.60B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
57263,INFOCREDIT,245,Infocredit IMSS Call Center Services DA Monopoly 78.9%DA - 3.29B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2011,2025,True
20949,CASANOVA RENT VOLKS S.A. DE C.V.,246,Casanova Rent Volks SA de CV Fiscalia+PGR Vehicle Transport DA Monopoly - 3.15B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2010,2025,True
196120,HIDALGO VIGUERAS CONSULTORES SA DE CV,247,Hidalgo Vigueras Consultores SA de CV IMSS Construction/Engineering DA 68.8%DA - 4.26B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
